Epoch,Train_Acc,L_CE,L_Global,L_Local,L_KL,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Class0,Hard_Class0,Soft_Class0,Limit_Class1,Hard_Class1,Soft_Class1,Limit_Class2,Hard_Class2,Soft_Class2,Limit_Class3,Hard_Class3,Soft_Class3,Limit_Class4,Hard_Class4,Soft_Class4,Limit_Class5,Hard_Class5,Soft_Class5,Limit_Class6,Hard_Class6,Soft_Class6,Limit_Class7,Hard_Class7,Soft_Class7,Limit_Class8,Hard_Class8,Soft_Class8,Limit_Class9,Hard_Class9,Soft_Class9,Group0_Hard_Class4,Group0_Soft_Class4,Group0_Limit_Class4,Group1_Hard_Class4,Group1_Soft_Class4,Group1_Limit_Class4
263,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
264,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
265,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
266,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
267,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
268,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
269,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
270,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
271,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
272,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
273,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
274,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
275,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
276,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
277,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
278,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
279,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
280,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
281,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
282,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
283,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
284,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
285,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
286,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
287,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
288,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
289,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
290,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
291,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
292,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
293,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
294,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
295,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
296,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
297,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
298,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
299,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
300,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
301,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
302,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
303,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
304,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
305,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
306,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
307,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
308,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
309,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
310,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
311,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
312,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
313,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
314,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
315,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
316,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
317,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
318,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
319,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
320,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
321,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
322,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
323,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
324,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
325,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
326,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
327,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
328,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
329,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
330,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
331,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
332,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
333,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
334,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
335,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
336,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
337,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
338,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
339,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
340,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
341,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
342,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
343,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
344,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
345,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
346,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
347,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
348,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
349,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
350,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
351,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
352,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
353,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
354,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
355,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
356,1.0000,0.000000,0.000000,0.000000,0.000000,0.10,0.10,1,1,inf,267,265.93,inf,265,266.06,inf,245,243.90,inf,229,229.58,111,109,108.34,inf,180,179.82,inf,279,282.34,inf,345,342.69,inf,211,212.13,inf,270,269.20,52,53.01,54,57,55.33,58
