epoch,ce_loss,constraint_loss,total_excess,all_satisfied,max_lambda_g
0,0.008057,0.0,214,0,0.545047
1,0.002383,140.771443,276,0,1.250461
2,nan,322.897751,276,0,1.955875
3,nan,505.024055,276,0,2.661289
4,nan,687.150345,276,0,3.366703
5,nan,869.276672,276,0,4.072117
6,nan,1051.402992,276,0,4.777531
7,nan,1233.529305,276,0,5.482946
8,nan,1415.655533,276,0,6.18836
9,nan,1597.781937,276,0,6.893774
10,nan,1735.610901,268,0,7.574955
11,nan,1907.169662,268,0,8.256137
12,nan,1978.763809,256,0,8.89385
13,nan,1990.376816,220,0,9.474808
14,nan,1953.142807,194,0,9.991785
15,nan,1873.033493,182,0,10.441296
16,nan,1750.571259,154,0,10.818724
17,nan,1582.647926,120,0,11.119196
18,nan,1386.133377,92,0,11.340638
19,nan,1178.893097,51,0,11.487112
20,nan,995.766178,35,0,11.574374
21,nan,856.418247,21,0,11.615329
22,nan,204.426692,4,0,11.615329
23,nan,0.0,0,1,11.615329
24,nan,0.0,0,1,11.615329
25,nan,0.0,0,1,11.615329
26,nan,0.0,0,1,11.615329
27,nan,0.0,0,1,11.615329
