Metric,Value
Overall Accuracy,0.5204
""
Macro Averaged Metrics,
Precision (Macro),0.7471
Recall (Macro),0.3563
F1-Score (Macro),0.2695
""
Weighted Averaged Metrics,
Precision (Weighted),0.6694
Recall (Weighted),0.5204
F1-Score (Weighted),0.3775
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.7273,0.0563,0.1046,142
Enrolled,1.0000,0.0127,0.0250,79
Graduate,0.5140,1.0000,0.6790,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,8,0,134
Enrolled,3,1,75
Graduate,0,0,221
