Epoch,Train_Acc,L_pred_CE,L_target_Global,L_feat_Local,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Dropout,Limit_Enrolled,Limit_Graduate,Hard_Dropout,Hard_Enrolled,Hard_Graduate,Soft_Dropout,Soft_Enrolled,Soft_Graduate,Excess_Dropout,Excess_Enrolled,Excess_Graduate,Course_ID,Course_Hard_Dropout,Course_Hard_Enrolled,Course_Hard_Graduate,Course_Soft_Dropout,Course_Soft_Enrolled,Course_Soft_Graduate
1,0.6829,0.726665,0.000000,0.142771,0.10,0.10,1,0,113,63,inf,90,3,349,94.48,24.76,322.75,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
3,0.6073,0.621735,0.000000,0.000000,0.10,0.10,1,1,113,63,inf,49,0,393,56.83,15.49,369.69,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
6,0.5952,0.583016,0.000000,0.000000,0.10,0.10,1,1,113,63,inf,50,0,392,61.64,11.17,369.19,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
9,0.6000,0.580506,0.000000,0.000000,0.10,0.10,1,1,113,63,inf,48,1,393,62.92,19.89,359.18,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
12,0.6466,0.570540,0.000000,0.000000,0.10,0.10,1,1,113,63,inf,57,16,369,73.71,34.78,333.51,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
15,0.5970,0.567493,0.000000,0.000000,0.10,0.10,1,1,113,63,inf,39,15,388,56.95,29.53,355.51,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
18,0.6332,0.558476,0.000000,0.000000,0.10,0.10,1,1,113,63,inf,49,31,362,73.34,52.50,316.16,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
21,0.5977,0.541383,0.000000,0.000000,0.10,0.10,1,1,113,63,inf,44,2,396,54.34,22.58,365.08,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
24,0.6191,0.524905,0.000000,0.000000,0.10,0.10,1,1,113,63,inf,61,3,378,77.92,25.18,338.90,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
27,0.6312,0.571185,0.000000,0.000000,0.10,0.10,1,1,113,63,inf,53,8,381,64.47,25.81,351.72,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
