Metric,Value
Overall Accuracy,0.5226
""
Macro Averaged Metrics,
Precision (Macro),0.4289
Recall (Macro),0.3568
F1-Score (Macro),0.2704
""
Weighted Averaged Metrics,
Precision (Weighted),0.5059
Recall (Weighted),0.5226
F1-Score (Weighted),0.3825
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.7692,0.0704,0.1290,142
Enrolled,0.0000,0.0000,0.0000,79
Graduate,0.5176,1.0000,0.6821,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,10,2,130
Enrolled,3,0,76
Graduate,0,0,221
