sweep,experiment_path,dataset,model,cls,tight,method,seed,pretrained,data_dir,f1m,f1w,acc,ece,brier,flips,sat,sat_epoch,warmup_time,phase2_time
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/hounie_rcl/seed_4,tissuemnist,MobileNetV3,5,L20_G20,hounie_rcl,4,True,data/tissuemnist/slice_1,0.3578,0.4686,0.5088,0.3949,0.8579,0.0,1,89,1.345,179.884
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/hounie_rcl/seed_3,tissuemnist,MobileNetV3,5,L20_G20,hounie_rcl,3,True,data/tissuemnist/slice_1,0.3519,0.4783,0.4954,0.4036,0.8737,0.0,1,96,0.6927,185.2634
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/hounie_rcl/seed_1,tissuemnist,MobileNetV3,5,L20_G20,hounie_rcl,1,True,data/tissuemnist/slice_1,0.356,0.4692,0.4992,0.3875,0.859,0.0,1,69,0.9588,119.1926
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/hounie_rcl/seed_2,tissuemnist,MobileNetV3,5,L20_G20,hounie_rcl,2,True,data/tissuemnist/slice_1,0.3774,0.4843,0.5112,0.3775,0.8425,0.0,1,87,1.0933,146.5819
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/tralo/seed_4,tissuemnist,MobileNetV3,5,L20_G20,tralo,4,True,data/tissuemnist/slice_1,0.3599,0.4687,0.5062,0.3957,0.8579,0.0,1,72,0.0604,61.2763
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/tralo/seed_3,tissuemnist,MobileNetV3,5,L20_G20,tralo,3,True,data/tissuemnist/slice_1,0.359,0.4854,0.5062,0.397,0.8629,0.0,1,72,0.3652,105.4044
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/tralo/seed_1,tissuemnist,MobileNetV3,5,L20_G20,tralo,1,True,data/tissuemnist/slice_1,0.3465,0.4611,0.4879,0.3963,0.8642,0.0,1,66,0.6845,71.4628
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/tralo/seed_2,tissuemnist,MobileNetV3,5,L20_G20,tralo,2,True,data/tissuemnist/slice_1,0.3781,0.4895,0.5158,0.3756,0.8322,0.0,1,82,0.4774,124.6623
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/danits_lp/seed_4,tissuemnist,MobileNetV3,5,L20_G20,danits_lp,4,True,data/tissuemnist/slice_1,0.3384,0.4521,0.4838,0.4223,0.9133,45.0,0,-1,0.823,0.6584
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/danits_lp/seed_3,tissuemnist,MobileNetV3,5,L20_G20,danits_lp,3,True,data/tissuemnist/slice_1,0.3335,0.4614,0.4754,0.4115,0.9128,168.0,0,-1,0.8425,0.657
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/danits_lp/seed_1,tissuemnist,MobileNetV3,5,L20_G20,danits_lp,1,True,data/tissuemnist/slice_1,0.3383,0.4441,0.4863,0.405,0.8891,102.0,0,-1,0.5702,0.6599
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/danits_lp/seed_2,tissuemnist,MobileNetV3,5,L20_G20,danits_lp,2,True,data/tissuemnist/slice_1,0.378,0.4697,0.4892,0.4032,0.8881,187.0,0,-1,0.5295,0.6612
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,5,L20_G20,fioretto_ldf,4,True,data/tissuemnist/slice_1,0.3565,0.4683,0.5088,0.396,0.8585,0.0,1,22,0.0917,52.5661
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/fioretto_ldf/seed_3,tissuemnist,MobileNetV3,5,L20_G20,fioretto_ldf,3,True,data/tissuemnist/slice_1,0.3515,0.4792,0.4967,0.4025,0.8724,2.0,0,-1,0.4712,126.3157
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/fioretto_ldf/seed_1,tissuemnist,MobileNetV3,5,L20_G20,fioretto_ldf,1,True,data/tissuemnist/slice_1,0.3529,0.4688,0.4988,0.3891,0.8583,0.0,1,16,0.6203,35.866
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/fioretto_ldf/seed_2,tissuemnist,MobileNetV3,5,L20_G20,fioretto_ldf,2,True,data/tissuemnist/slice_1,0.3774,0.4865,0.5133,0.3741,0.8381,0.0,1,25,0.6243,46.2687
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/tralo_bounded/seed_4,tissuemnist,MobileNetV3,5,L20_G20,tralo_bounded,4,True,data/tissuemnist/slice_1,0.3537,0.467,0.5075,0.397,0.8608,0.0,1,72,0.2038,52.5868
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/tralo_bounded/seed_3,tissuemnist,MobileNetV3,5,L20_G20,tralo_bounded,3,True,data/tissuemnist/slice_1,0.3518,0.4803,0.4983,0.4001,0.8708,1.0,0,-1,0.1767,144.4798
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/tralo_bounded/seed_1,tissuemnist,MobileNetV3,5,L20_G20,tralo_bounded,1,True,data/tissuemnist/slice_1,0.352,0.466,0.4929,0.3925,0.8598,0.0,1,66,0.2316,58.1324
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/tralo_bounded/seed_2,tissuemnist,MobileNetV3,5,L20_G20,tralo_bounded,2,True,data/tissuemnist/slice_1,0.3735,0.4814,0.5088,0.3799,0.8432,0.0,1,82,0.7457,77.6312
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/heuristic/seed_4,tissuemnist,MobileNetV3,5,L20_G20,heuristic,4,True,data/tissuemnist/slice_1,0.3384,0.4521,0.4838,0.4223,0.9133,45.0,0,-1,0.5799,0.5808
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/heuristic/seed_3,tissuemnist,MobileNetV3,5,L20_G20,heuristic,3,True,data/tissuemnist/slice_1,0.3335,0.4614,0.4754,0.4115,0.9128,168.0,0,-1,0.8526,0.5947
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/heuristic/seed_1,tissuemnist,MobileNetV3,5,L20_G20,heuristic,1,True,data/tissuemnist/slice_1,0.3383,0.4441,0.4863,0.405,0.8891,102.0,0,-1,0.6911,0.5787
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L20_G20/heuristic/seed_2,tissuemnist,MobileNetV3,5,L20_G20,heuristic,2,True,data/tissuemnist/slice_1,0.378,0.4697,0.4892,0.4032,0.8881,187.0,0,-1,0.5663,0.5959
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/hounie_rcl/seed_4,tissuemnist,MobileNetV3,5,L70_G70,hounie_rcl,4,True,data/tissuemnist/slice_1,0.3678,0.4759,0.5079,0.3956,0.8509,2.0,1,53,0.6943,104.9265
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/hounie_rcl/seed_3,tissuemnist,MobileNetV3,5,L70_G70,hounie_rcl,3,True,data/tissuemnist/slice_1,0.361,0.4842,0.5033,0.3954,0.8679,5.0,1,41,0.5645,79.3353
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/hounie_rcl/seed_1,tissuemnist,MobileNetV3,5,L70_G70,hounie_rcl,1,True,data/tissuemnist/slice_1,0.3714,0.4786,0.5042,0.3793,0.8477,32.0,1,62,0.0668,107.5259
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/hounie_rcl/seed_2,tissuemnist,MobileNetV3,5,L70_G70,hounie_rcl,2,True,data/tissuemnist/slice_1,0.3924,0.4954,0.5133,0.3657,0.822,17.0,1,54,0.0952,98.8527
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/tralo/seed_4,tissuemnist,MobileNetV3,5,L70_G70,tralo,4,True,data/tissuemnist/slice_1,0.3739,0.4838,0.5129,0.3924,0.8552,5.0,1,58,0.0866,31.4303
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/tralo/seed_3,tissuemnist,MobileNetV3,5,L70_G70,tralo,3,True,data/tissuemnist/slice_1,0.3637,0.4851,0.5029,0.393,0.8646,5.0,1,58,0.5518,42.7173
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/tralo/seed_1,tissuemnist,MobileNetV3,5,L70_G70,tralo,1,True,data/tissuemnist/slice_1,0.3702,0.4755,0.5012,0.3826,0.8428,6.0,1,60,0.4311,54.623
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/tralo/seed_2,tissuemnist,MobileNetV3,5,L70_G70,tralo,2,True,data/tissuemnist/slice_1,0.3967,0.4972,0.5096,0.3671,0.832,2.0,1,67,0.3345,54.9681
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/danits_lp/seed_4,tissuemnist,MobileNetV3,5,L70_G70,danits_lp,4,True,data/tissuemnist/slice_1,0.3488,0.4565,0.4838,0.4223,0.9133,1.0,1,-1,0.0601,0.4859
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/danits_lp/seed_3,tissuemnist,MobileNetV3,5,L70_G70,danits_lp,3,True,data/tissuemnist/slice_1,0.3437,0.4652,0.4754,0.4115,0.9128,112.0,0,-1,0.0656,0.4108
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/danits_lp/seed_1,tissuemnist,MobileNetV3,5,L70_G70,danits_lp,1,True,data/tissuemnist/slice_1,0.3513,0.4497,0.4871,0.405,0.8891,46.0,0,-1,0.0602,0.3727
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/danits_lp/seed_2,tissuemnist,MobileNetV3,5,L70_G70,danits_lp,2,True,data/tissuemnist/slice_1,0.3845,0.4704,0.4858,0.4032,0.8881,131.0,0,-1,0.0604,0.3713
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,5,L70_G70,fioretto_ldf,4,True,data/tissuemnist/slice_1,0.3705,0.477,0.5092,0.3952,0.8509,16.0,1,9,0.467,33.2211
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/fioretto_ldf/seed_3,tissuemnist,MobileNetV3,5,L70_G70,fioretto_ldf,3,True,data/tissuemnist/slice_1,0.3615,0.4841,0.5029,0.3935,0.8679,7.0,1,8,0.7361,30.211
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/fioretto_ldf/seed_1,tissuemnist,MobileNetV3,5,L70_G70,fioretto_ldf,1,True,data/tissuemnist/slice_1,0.3723,0.4779,0.5033,0.3818,0.8459,24.0,1,11,0.0601,33.1156
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/fioretto_ldf/seed_2,tissuemnist,MobileNetV3,5,L70_G70,fioretto_ldf,2,True,data/tissuemnist/slice_1,0.3924,0.4954,0.5133,0.3645,0.821,16.0,1,16,0.4977,39.1632
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/tralo_bounded/seed_4,tissuemnist,MobileNetV3,5,L70_G70,tralo_bounded,4,True,data/tissuemnist/slice_1,0.3707,0.4805,0.5104,0.3903,0.8498,12.0,1,58,0.4675,40.5833
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/tralo_bounded/seed_3,tissuemnist,MobileNetV3,5,L70_G70,tralo_bounded,3,True,data/tissuemnist/slice_1,0.3615,0.4851,0.5038,0.3934,0.8673,7.0,1,58,0.7191,27.4521
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/tralo_bounded/seed_1,tissuemnist,MobileNetV3,5,L70_G70,tralo_bounded,1,True,data/tissuemnist/slice_1,0.3691,0.4771,0.5008,0.3823,0.8454,16.0,1,60,0.8868,36.2136
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/tralo_bounded/seed_2,tissuemnist,MobileNetV3,5,L70_G70,tralo_bounded,2,True,data/tissuemnist/slice_1,0.3907,0.4945,0.5121,0.3693,0.8246,4.0,0,-1,0.5196,167.0416
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/heuristic/seed_4,tissuemnist,MobileNetV3,5,L70_G70,heuristic,4,True,data/tissuemnist/slice_1,0.3521,0.4568,0.4829,0.4223,0.9133,15.0,1,-1,0.0597,0.3142
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/heuristic/seed_3,tissuemnist,MobileNetV3,5,L70_G70,heuristic,3,True,data/tissuemnist/slice_1,0.342,0.4647,0.475,0.4115,0.9128,112.0,0,-1,0.0599,0.3148
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/heuristic/seed_1,tissuemnist,MobileNetV3,5,L70_G70,heuristic,1,True,data/tissuemnist/slice_1,0.3493,0.4492,0.4867,0.405,0.8891,46.0,0,-1,0.0601,0.314
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L70_G70/heuristic/seed_2,tissuemnist,MobileNetV3,5,L70_G70,heuristic,2,True,data/tissuemnist/slice_1,0.3859,0.4709,0.4863,0.4032,0.8881,131.0,0,-1,0.0604,0.3176
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/hounie_rcl/seed_4,tissuemnist,MobileNetV3,5,L30_G30,hounie_rcl,4,True,data/tissuemnist/slice_1,0.361,0.4709,0.5092,0.3948,0.855,9.0,1,80,0.4524,142.2638
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/hounie_rcl/seed_3,tissuemnist,MobileNetV3,5,L30_G30,hounie_rcl,3,True,data/tissuemnist/slice_1,0.3549,0.4832,0.5025,0.3946,0.8672,8.0,1,66,0.3546,111.0642
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/hounie_rcl/seed_1,tissuemnist,MobileNetV3,5,L30_G30,hounie_rcl,1,True,data/tissuemnist/slice_1,0.3566,0.4715,0.5004,0.384,0.8545,13.0,1,61,0.0603,111.3359
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/hounie_rcl/seed_2,tissuemnist,MobileNetV3,5,L30_G30,hounie_rcl,2,True,data/tissuemnist/slice_1,0.3823,0.4875,0.51,0.3764,0.8312,5.0,1,64,0.4984,129.7214
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/tralo/seed_4,tissuemnist,MobileNetV3,5,L30_G30,tralo,4,True,data/tissuemnist/slice_1,0.3581,0.4683,0.51,0.3976,0.857,9.0,1,68,0.8058,70.6097
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/tralo/seed_3,tissuemnist,MobileNetV3,5,L30_G30,tralo,3,True,data/tissuemnist/slice_1,0.3567,0.483,0.5033,0.3938,0.8651,7.0,1,67,0.7362,64.5684
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/tralo/seed_1,tissuemnist,MobileNetV3,5,L30_G30,tralo,1,True,data/tissuemnist/slice_1,0.3547,0.465,0.4896,0.3916,0.8572,8.0,1,64,0.5283,54.0594
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/tralo/seed_2,tissuemnist,MobileNetV3,5,L30_G30,tralo,2,True,data/tissuemnist/slice_1,0.3866,0.4939,0.5179,0.3695,0.8311,8.0,1,74,0.6908,63.2831
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/danits_lp/seed_4,tissuemnist,MobileNetV3,5,L30_G30,danits_lp,4,True,data/tissuemnist/slice_1,0.3382,0.4519,0.4821,0.4223,0.9133,33.0,0,-1,0.0641,0.4932
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/danits_lp/seed_3,tissuemnist,MobileNetV3,5,L30_G30,danits_lp,3,True,data/tissuemnist/slice_1,0.3378,0.4631,0.4763,0.4115,0.9128,156.0,0,-1,0.4618,0.5613
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/danits_lp/seed_1,tissuemnist,MobileNetV3,5,L30_G30,danits_lp,1,True,data/tissuemnist/slice_1,0.3446,0.4468,0.4871,0.405,0.8891,90.0,0,-1,0.4633,0.5328
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/danits_lp/seed_2,tissuemnist,MobileNetV3,5,L30_G30,danits_lp,2,True,data/tissuemnist/slice_1,0.3836,0.4721,0.49,0.4032,0.8881,175.0,0,-1,0.5274,0.5459
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,5,L30_G30,fioretto_ldf,4,True,data/tissuemnist/slice_1,0.3573,0.4696,0.5083,0.3962,0.8553,10.0,1,18,0.7402,42.08
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/fioretto_ldf/seed_3,tissuemnist,MobileNetV3,5,L30_G30,fioretto_ldf,3,True,data/tissuemnist/slice_1,0.3546,0.4801,0.4988,0.398,0.8686,10.0,1,17,0.6582,40.3395
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/fioretto_ldf/seed_1,tissuemnist,MobileNetV3,5,L30_G30,fioretto_ldf,1,True,data/tissuemnist/slice_1,0.3565,0.4717,0.5004,0.3839,0.8533,14.0,1,14,0.5415,34.799
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/fioretto_ldf/seed_2,tissuemnist,MobileNetV3,5,L30_G30,fioretto_ldf,2,True,data/tissuemnist/slice_1,0.3866,0.4932,0.5154,0.371,0.8303,9.0,1,21,0.1062,35.3761
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/tralo_bounded/seed_4,tissuemnist,MobileNetV3,5,L30_G30,tralo_bounded,4,True,data/tissuemnist/slice_1,0.3594,0.4707,0.5088,0.3962,0.8545,8.0,1,68,0.0667,49.9968
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/tralo_bounded/seed_3,tissuemnist,MobileNetV3,5,L30_G30,tralo_bounded,3,True,data/tissuemnist/slice_1,0.3538,0.4802,0.4992,0.397,0.8679,9.0,1,67,0.0688,44.8598
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/tralo_bounded/seed_1,tissuemnist,MobileNetV3,5,L30_G30,tralo_bounded,1,True,data/tissuemnist/slice_1,0.3552,0.4689,0.4942,0.3872,0.8543,13.0,1,64,0.0717,36.0186
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/tralo_bounded/seed_2,tissuemnist,MobileNetV3,5,L30_G30,tralo_bounded,2,True,data/tissuemnist/slice_1,0.3896,0.4938,0.5167,0.3704,0.8328,8.0,1,74,0.5624,46.0938
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/heuristic/seed_4,tissuemnist,MobileNetV3,5,L30_G30,heuristic,4,True,data/tissuemnist/slice_1,0.3376,0.4516,0.4817,0.4223,0.9133,33.0,0,-1,0.0601,0.3186
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/heuristic/seed_3,tissuemnist,MobileNetV3,5,L30_G30,heuristic,3,True,data/tissuemnist/slice_1,0.3378,0.4631,0.4763,0.4115,0.9128,156.0,0,-1,0.0597,0.3148
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/heuristic/seed_1,tissuemnist,MobileNetV3,5,L30_G30,heuristic,1,True,data/tissuemnist/slice_1,0.3463,0.4474,0.4875,0.405,0.8891,90.0,0,-1,0.4598,0.5118
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L30_G30/heuristic/seed_2,tissuemnist,MobileNetV3,5,L30_G30,heuristic,2,True,data/tissuemnist/slice_1,0.3836,0.4721,0.49,0.4032,0.8881,175.0,0,-1,0.5692,0.5306
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/hounie_rcl/seed_4,tissuemnist,MobileNetV3,5,L50_G50,hounie_rcl,4,True,data/tissuemnist/slice_1,0.3617,0.4729,0.5079,0.3937,0.8519,9.0,1,66,0.5832,137.3674
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/hounie_rcl/seed_3,tissuemnist,MobileNetV3,5,L50_G50,hounie_rcl,3,True,data/tissuemnist/slice_1,0.3559,0.4813,0.5,0.3983,0.8664,3.0,1,51,0.5307,110.033
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/hounie_rcl/seed_1,tissuemnist,MobileNetV3,5,L50_G50,hounie_rcl,1,True,data/tissuemnist/slice_1,0.363,0.4748,0.5017,0.382,0.8502,17.0,1,58,0.7131,120.4052
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/hounie_rcl/seed_2,tissuemnist,MobileNetV3,5,L50_G50,hounie_rcl,2,True,data/tissuemnist/slice_1,0.3945,0.4952,0.5146,0.3683,0.825,14.0,1,57,0.474,100.8115
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/tralo/seed_4,tissuemnist,MobileNetV3,5,L50_G50,tralo,4,True,data/tissuemnist/slice_1,0.3633,0.4738,0.5092,0.3935,0.8499,6.0,1,62,0.6389,46.1814
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/tralo/seed_3,tissuemnist,MobileNetV3,5,L50_G50,tralo,3,True,data/tissuemnist/slice_1,0.3609,0.4863,0.5092,0.3926,0.8631,3.0,1,61,0.5597,44.4652
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/tralo/seed_1,tissuemnist,MobileNetV3,5,L50_G50,tralo,1,True,data/tissuemnist/slice_1,0.365,0.476,0.5,0.3819,0.8482,8.0,1,62,0.6244,54.5396
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/tralo/seed_2,tissuemnist,MobileNetV3,5,L50_G50,tralo,2,True,data/tissuemnist/slice_1,0.3928,0.4925,0.5096,0.3708,0.8307,5.0,1,68,0.728,64.4099
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/danits_lp/seed_4,tissuemnist,MobileNetV3,5,L50_G50,danits_lp,4,True,data/tissuemnist/slice_1,0.3451,0.455,0.4829,0.4223,0.9133,11.0,0,-1,0.7424,0.5988
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/danits_lp/seed_3,tissuemnist,MobileNetV3,5,L50_G50,danits_lp,3,True,data/tissuemnist/slice_1,0.3454,0.4661,0.4775,0.4115,0.9128,134.0,0,-1,0.7499,0.5102
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/danits_lp/seed_1,tissuemnist,MobileNetV3,5,L50_G50,danits_lp,1,True,data/tissuemnist/slice_1,0.3504,0.4492,0.4875,0.405,0.8891,68.0,0,-1,0.0772,0.4029
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/danits_lp/seed_2,tissuemnist,MobileNetV3,5,L50_G50,danits_lp,2,True,data/tissuemnist/slice_1,0.3813,0.4701,0.4871,0.4032,0.8881,153.0,0,-1,0.475,0.5646
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,5,L50_G50,fioretto_ldf,4,True,data/tissuemnist/slice_1,0.3637,0.4743,0.5096,0.3925,0.8524,14.0,1,13,0.3715,35.1895
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/fioretto_ldf/seed_3,tissuemnist,MobileNetV3,5,L50_G50,fioretto_ldf,3,True,data/tissuemnist/slice_1,0.3573,0.4824,0.5008,0.3979,0.8671,10.0,1,12,0.7041,32.5849
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/fioretto_ldf/seed_1,tissuemnist,MobileNetV3,5,L50_G50,fioretto_ldf,1,True,data/tissuemnist/slice_1,0.3626,0.4749,0.5017,0.3816,0.8497,19.0,1,12,0.5387,22.6439
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/fioretto_ldf/seed_2,tissuemnist,MobileNetV3,5,L50_G50,fioretto_ldf,2,True,data/tissuemnist/slice_1,0.3934,0.4954,0.515,0.3669,0.8237,14.0,1,18,0.0991,39.4875
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/tralo_bounded/seed_4,tissuemnist,MobileNetV3,5,L50_G50,tralo_bounded,4,True,data/tissuemnist/slice_1,0.3645,0.4736,0.5083,0.3935,0.8517,14.0,1,62,0.2385,36.0554
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/tralo_bounded/seed_3,tissuemnist,MobileNetV3,5,L50_G50,tralo_bounded,3,True,data/tissuemnist/slice_1,0.361,0.4856,0.505,0.3954,0.8652,11.0,1,61,0.4145,34.9924
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/tralo_bounded/seed_1,tissuemnist,MobileNetV3,5,L50_G50,tralo_bounded,1,True,data/tissuemnist/slice_1,0.3652,0.4764,0.5021,0.3835,0.8489,15.0,1,62,0.069,30.6347
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/tralo_bounded/seed_2,tissuemnist,MobileNetV3,5,L50_G50,tralo_bounded,2,True,data/tissuemnist/slice_1,0.3923,0.4934,0.5112,0.373,0.8322,14.0,1,68,0.6853,46.1012
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/heuristic/seed_4,tissuemnist,MobileNetV3,5,L50_G50,heuristic,4,True,data/tissuemnist/slice_1,0.3466,0.4556,0.4833,0.4223,0.9133,11.0,0,-1,0.504,0.5166
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/heuristic/seed_3,tissuemnist,MobileNetV3,5,L50_G50,heuristic,3,True,data/tissuemnist/slice_1,0.3447,0.466,0.4771,0.4115,0.9128,134.0,0,-1,0.0967,0.3771
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/heuristic/seed_1,tissuemnist,MobileNetV3,5,L50_G50,heuristic,1,True,data/tissuemnist/slice_1,0.3504,0.4492,0.4875,0.405,0.8891,68.0,0,-1,0.2198,0.539
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L50_G50/heuristic/seed_2,tissuemnist,MobileNetV3,5,L50_G50,heuristic,2,True,data/tissuemnist/slice_1,0.3829,0.4706,0.4875,0.4032,0.8881,153.0,0,-1,0.5214,0.5617
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L80_G80/hounie_rcl/seed_4,tissuemnist,MobileNetV3,5,L80_G80,hounie_rcl,4,True,data/tissuemnist/slice_1,0.3702,0.4773,0.5079,0.3956,0.8513,2.0,1,47,0.091,83.2136
multiclass_tissue,results/pending_runs/g3_multiclass_tissue/cls_5/L80_G80/hounie_rcl/seed_3,tissuemnist,MobileNetV3,5,L80_G80,hounie_rcl,3,True,data/tissuemnist/slice_1,0.3578,0.4819,0.5004,0.3962,0.8697,3.0,1,34,0.9155,77.6109
