alpha_kl,d_acc,d_f1c,d_f1u,d_flips,d_macro,d_pre_c,d_rec_c,data_dir,dataset,ds_cls_prev,ds_imbalance,ds_n_classes,ds_n_test,ds_n_train,lr,model,model_params,n_classes,ph_acc,ph_brier,ph_conf_gap,ph_ece,ph_f1c,ph_f1u,ph_f1u_std,ph_macro,ph_mean_entropy,ph_pct_high,ph_pre_c,ph_rec_c,ph_sup_c,ph_warmup_train_acc,pretrained,rho_target,sweep,tight,tight_pct,tr_flips,tr_macro,tr_sat_epoch,warmup_eps
0.0,0.022500000000000075,0.038900000000000046,0.022071428571428575,-119.0,0.0242,0.05810000000000004,0.029200000000000004,data/tissuemnist/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4871,0.8891,0.0771,0.405,0.2724,0.3590857142857143,0.18267545326203463,0.3482,0.1385,0.7733,0.407,0.2047,171.0,,True,100.0,contamination_clean,L50_G50,50,1.0,0.3724,64,50
0.0,0.02040000000000003,-0.03109999999999996,-0.0032714285714285363,-105.0,-0.006700000000000039,-0.04650000000000004,-0.023399999999999976,data/tissuemnist/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4846,0.8881,0.0723,0.4032,0.3424,0.3991142857142857,0.15158387050051983,0.392,0.1442,0.7608,0.5116,0.2573,171.0,,True,100.0,contamination_clean,L50_G50,50,3.0,0.3853,64,50
0.0,0.055800000000000016,0.06829999999999999,0.03169999999999995,-243.0,0.0363,0.20590000000000003,0.0409,data/tissuemnist_sigma20/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4092,1.0591,0.0378,0.5067,0.0976,0.33455714285714283,0.16863965689466703,0.3049,0.0977,0.8367,0.2941,0.0585,171.0,,True,100.0,contamination_tissuemnist,L20_G20,20,1.0,0.3412,66,50
0.0,0.05369999999999997,-0.009800000000000003,0.0036571428571428033,-200.0,0.0020000000000000018,-0.02939999999999998,-0.0058,data/tissuemnist_sigma20/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4467,0.9842,0.0489,0.467,0.1659,0.37401428571428574,0.16907198322076925,0.348,0.1001,0.8329,0.5,0.0994,171.0,,True,100.0,contamination_tissuemnist,L20_G20,20,1.0,0.35,72,50
0.0,0.028700000000000003,0.04810000000000003,0.026257142857142868,-156.0,0.029000000000000026,0.05830000000000002,0.04099999999999998,data/tissuemnist_sigma20/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.415,1.0591,0.0378,0.5067,0.2612,0.3322,0.17114742183275797,0.3233,0.0977,0.8367,0.3167,0.2222,171.0,,True,100.0,contamination_tissuemnist,L70_G70,70,2.0,0.3523,58,50
0.0,0.04370000000000002,-0.020600000000000007,0.02322857142857132,-115.0,0.017699999999999994,-0.025000000000000022,-0.017500000000000016,data/tissuemnist_sigma20/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4521,0.9842,0.0489,0.467,0.3299,0.37617142857142866,0.16729553588344973,0.3704,0.1001,0.8329,0.4,0.2807,171.0,,True,100.0,contamination_tissuemnist,L70_G70,70,0.0,0.3881,59,50
0.0,0.053300000000000014,0.036000000000000004,0.03308571428571433,-221.0,0.03340000000000004,0.07850000000000001,0.023400000000000004,data/tissuemnist_sigma20/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4113,1.0591,0.0378,0.5067,0.1712,0.33459999999999995,0.16839110936829685,0.3142,0.0977,0.8367,0.3725,0.1111,171.0,,True,100.0,contamination_tissuemnist,L30_G30,30,6.0,0.3476,64,50
0.0,0.04710000000000003,-0.04500000000000001,0.01538571428571428,-182.0,0.007800000000000029,-0.09800000000000003,-0.02919999999999999,data/tissuemnist_sigma20/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4492,0.9842,0.0489,0.467,0.2252,0.37514285714285717,0.16895059173906316,0.3564,0.1001,0.8329,0.4902,0.1462,171.0,,True,100.0,contamination_tissuemnist,L30_G30,30,2.0,0.3642,69,50
0.0,0.030799999999999994,0.031100000000000017,0.020957142857142896,-187.0,0.022199999999999998,0.04650000000000004,0.023400000000000004,data/tissuemnist_sigma20/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.415,1.0591,0.0378,0.5067,0.2568,0.33577142857142855,0.16891147059320508,0.3259,0.0977,0.8367,0.3837,0.193,171.0,,True,100.0,contamination_tissuemnist,L50_G50,50,5.0,0.3481,60,50
0.0,0.042100000000000026,-0.015600000000000003,0.02281428571428562,-149.0,0.01799999999999996,-0.023300000000000043,-0.011699999999999988,data/tissuemnist_sigma20/slice_1,tissuemnist,0.071,6.0,8,2400,9600,0.0001,MobileNetV3,5400000,8,0.4512,0.9842,0.0489,0.467,0.2802,0.3761571428571429,0.16870637939621486,0.3642,0.1001,0.8329,0.4186,0.2105,171.0,,True,100.0,contamination_tissuemnist,L50_G50,50,0.0,0.3822,65,50
