binding_ratio,borderline_005,borderline_010,cstr_K,cstr_prob_mean,cstr_prob_q90,cstr_prob_std,d_f1c,d_f1u,d_macro,dataset,entropy_mean,entropy_std,hard_count_cstr,high_conf_090,high_conf_099,n_samples,pred_balance_entropy,soft_binding_ratio,soft_count_cstr,soft_minus_hard_cstr,tight,tight_pct,uncstr_prob_mean
5.4411764705882355,0.0008403361344537816,0.0016806722689075631,20.4,0.0939032123628633,0.09313405340000618,0.2877935864381425,0.0,-0.019000000000000017,-0.01429999999999998,aider,0.018807019489821768,0.09890672657799889,111.0,0.9756302521008403,0.9571428571428572,1190,0.8738615725123772,5.477687387833693,111.74482271180732,0.7448227118073163,L20_G20,20,0.9060967876371367
5.049019607843138,0.0008403361344537816,0.0016806722689075631,20.4,0.0864619348082121,0.00035057974200000376,0.27921138265903755,0.0,-0.015666666666666718,-0.011799999999999922,aider,0.009577501880189816,0.06550283938331923,103.0,0.9873949579831933,0.9722689075630252,1190,0.8524398643909993,5.043612863812373,102.8897024217724,-0.11029757822760189,L20_G20,20,0.9135380651917879
1.5546218487394956,0.0008403361344537816,0.0016806722689075631,71.4,0.0939032123628633,0.09313405340000618,0.2877935864381425,0.0,-0.0025333333333333874,-0.0019000000000000128,aider,0.018807019489821768,0.09890672657799889,111.0,0.9756302521008403,0.9571428571428572,1190,0.8738615725123772,1.5650535393810547,111.74482271180732,0.7448227118073163,L70_G70,70,0.9060967876371367
1.442577030812325,0.0008403361344537816,0.0016806722689075631,71.4,0.0864619348082121,0.00035057974200000376,0.27921138265903755,0.0,-0.010200000000000098,-0.00759999999999994,aider,0.009577501880189816,0.06550283938331923,103.0,0.9873949579831933,0.9722689075630252,1190,0.8524398643909993,1.4410322468035348,102.8897024217724,-0.11029757822760189,L70_G70,70,0.9135380651917879
3.627450980392157,0.0008403361344537816,0.0016806722689075631,30.6,0.0939032123628633,0.09313405340000618,0.2877935864381425,0.0,-0.015799999999999925,-0.01189999999999991,aider,0.018807019489821768,0.09890672657799889,111.0,0.9756302521008403,0.9571428571428572,1190,0.8738615725123772,3.6517915918891277,111.74482271180732,0.7448227118073163,L30_G30,30,0.9060967876371367
3.366013071895425,0.0008403361344537816,0.0016806722689075631,30.6,0.0864619348082121,0.00035057974200000376,0.27921138265903755,0.0,-0.010099999999999998,-0.007600000000000051,aider,0.009577501880189816,0.06550283938331923,103.0,0.9873949579831933,0.9722689075630252,1190,0.8524398643909993,3.3624085758749147,102.8897024217724,-0.11029757822760189,L30_G30,30,0.9135380651917879
2.176470588235294,0.0008403361344537816,0.0016806722689075631,51.0,0.0939032123628633,0.09313405340000618,0.2877935864381425,0.0,-0.008933333333333349,-0.006700000000000039,aider,0.018807019489821768,0.09890672657799889,111.0,0.9756302521008403,0.9571428571428572,1190,0.8738615725123772,2.1910749551334767,111.74482271180732,0.7448227118073163,L50_G50,50,0.9060967876371367
2.019607843137255,0.0008403361344537816,0.0016806722689075631,51.0,0.0864619348082121,0.00035057974200000376,0.27921138265903755,0.0,-0.005233333333333312,-0.0040000000000000036,aider,0.009577501880189816,0.06550283938331923,103.0,0.9873949579831933,0.9722689075630252,1190,0.8524398643909993,2.017445145524949,102.8897024217724,-0.11029757822760189,L50_G50,50,0.9135380651917879
4.394618834080718,0.00399400898652022,0.008986520219670495,44.6,0.09508577004827214,0.42046918799999994,0.27316328613065366,0.0,-0.027616666666666845,-0.023699999999999943,dermmnist,0.08174607814029203,0.21303053222436952,196.0,0.9021467798302546,0.8247628557164254,2003,1.0683321023421977,4.2703317804190375,190.45679740668908,-5.543202593310923,L20_G20,20,0.9049142299517279
4.461883408071749,0.00399400898652022,0.008487269096355467,44.6,0.09847701922724193,0.48691890599999865,0.2786722036831695,0.015000000000000013,0.02413333333333334,0.02290000000000003,dermmnist,0.08632427171251311,0.21369239689068475,199.0,0.8956565152271593,0.8032950574138792,2003,1.1138333322944032,4.422633845564251,197.2494695121656,-1.7505304878343964,L20_G20,20,0.9015229807727582
