Epoch,Train_Acc,L_CE,L_Global,L_Local,L_KL,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Class0,Hard_Class0,Soft_Class0,Limit_Class1,Hard_Class1,Soft_Class1,Limit_Class2,Hard_Class2,Soft_Class2,Limit_Class3,Hard_Class3,Soft_Class3,Limit_Class4,Hard_Class4,Soft_Class4,Limit_Class5,Hard_Class5,Soft_Class5,Limit_Class6,Hard_Class6,Soft_Class6,Group0_Hard_Class4,Group0_Soft_Class4,Group0_Limit_Class4,Group1_Hard_Class4,Group1_Soft_Class4,Group1_Limit_Class4,Group2_Hard_Class4,Group2_Soft_Class4,Group2_Limit_Class4
51,0.9974,0.008991,0.211382,0.626018,0.000000,0.05,0.00,0,0,inf,72,74.18,inf,112,110.46,inf,180,180.46,inf,18,18.59,67,176,175.00,inf,1413,1411.74,inf,32,32.57,84,83.44,29,59,60.04,26,33,31.52,12
55,1.0000,0.000000,0.288250,0.832731,0.000000,0.06,0.00,0,0,inf,74,74.17,inf,107,107.55,inf,202,203.45,inf,16,17.44,67,168,168.59,inf,1406,1401.07,inf,30,30.72,84,82.25,29,57,58.98,26,27,27.36,12
60,1.0000,0.000000,0.176246,0.444570,0.000000,0.07,0.00,0,0,inf,70,71.36,inf,110,107.79,inf,221,217.61,inf,15,17.08,67,109,108.90,inf,1448,1449.27,inf,30,30.99,55,53.77,29,41,40.44,26,13,14.68,12
65,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,63,64.24,inf,109,106.64,inf,217,221.00,inf,12,15.13,67,63,61.54,inf,1507,1503.12,inf,32,31.32,29,28.27,29,25,24.50,26,9,8.78,12
66,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,62,62.96,inf,107,106.12,inf,215,220.36,inf,11,14.63,67,57,55.48,inf,1519,1512.09,inf,32,31.35,27,25.39,29,22,22.35,26,8,7.75,12
69,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,64,64.87,inf,107,104.40,inf,212,215.40,inf,12,15.06,67,64,62.94,inf,1512,1509.06,inf,32,31.26,29,28.31,29,25,24.79,26,10,9.84,12
70,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,64,64.89,inf,105,103.92,inf,210,212.73,inf,12,14.96,67,63,62.55,inf,1517,1512.74,inf,32,31.21,29,27.92,29,24,24.59,26,10,10.03,12
71,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,64,65.77,inf,107,103.96,inf,210,210.64,inf,12,15.16,67,65,64.62,inf,1513,1511.67,inf,32,31.19,29,28.76,29,26,25.34,26,10,10.52,12
74,1.0000,0.000000,0.000789,0.002665,0.000000,0.08,0.00,1,1,inf,66,67.49,inf,105,103.52,inf,201,203.99,inf,13,15.34,67,66,67.63,inf,1521,1513.94,inf,31,31.09,29,29.61,29,26,26.23,26,11,11.79,12
75,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,66,66.74,inf,105,102.72,inf,199,200.87,inf,12,14.88,67,63,64.81,inf,1527,1521.95,inf,31,31.03,28,28.12,29,24,24.99,26,11,11.70,12
76,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,67,66.62,inf,103,102.05,inf,198,198.11,inf,12,14.62,67,62,63.90,inf,1530,1526.73,inf,31,30.98,28,27.47,29,23,24.46,26,11,11.97,12
79,1.0000,0.000000,0.000000,0.000582,0.000000,0.08,0.00,1,1,inf,67,67.04,inf,105,103.23,inf,197,197.73,inf,12,14.85,67,63,64.45,inf,1528,1524.66,inf,31,31.05,28,27.64,29,24,24.72,26,11,12.09,12
80,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,67,67.05,inf,105,104.51,inf,198,200.08,inf,13,15.12,67,64,64.58,inf,1525,1520.53,inf,31,31.14,28,27.89,29,25,24.99,26,11,11.70,12
81,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,67,67.43,inf,106,105.80,inf,199,202.37,inf,12,15.48,67,66,65.64,inf,1522,1515.05,inf,31,31.23,29,28.50,29,26,25.54,26,11,11.60,12
82,1.0000,0.000000,0.000438,0.002115,0.000000,0.08,0.00,1,1,inf,67,68.13,inf,107,107.09,inf,202,204.54,inf,13,15.89,67,66,67.36,inf,1516,1508.68,inf,32,31.32,29,29.36,29,26,26.32,26,11,11.68,12
