Epoch,Train_Acc,L_CE,L_Global,L_Local,L_KL,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Class0,Hard_Class0,Soft_Class0,Limit_Class1,Hard_Class1,Soft_Class1,Limit_Class2,Hard_Class2,Soft_Class2,Limit_Class3,Hard_Class3,Soft_Class3,Limit_Class4,Hard_Class4,Soft_Class4,Limit_Class5,Hard_Class5,Soft_Class5,Limit_Class6,Hard_Class6,Soft_Class6,Group0_Hard_Class4,Group0_Soft_Class4,Group0_Limit_Class4,Group1_Hard_Class4,Group1_Soft_Class4,Group1_Limit_Class4,Group2_Hard_Class4,Group2_Soft_Class4,Group2_Limit_Class4
2,0.8298,0.508586,0.158631,0.461058,0.000000,0.05,0.00,0,0,inf,4,63.87,inf,87,96.16,inf,254,235.39,inf,0,23.24,112,183,231.27,inf,1471,1324.40,inf,4,28.68,97,115.61,49,54,75.64,42,32,40.01,20
5,0.8243,0.507941,0.219151,0.635886,0.000000,0.06,0.00,0,0,inf,14,69.80,inf,122,113.62,inf,249,234.96,inf,0,21.69,112,154,211.03,inf,1455,1324.55,inf,9,27.36,83,104.55,49,42,70.27,42,29,36.21,20
10,0.8518,0.422839,0.336107,0.987048,0.000000,0.07,0.00,0,0,inf,27,67.12,inf,119,108.33,inf,216,218.91,inf,0,18.82,112,156,197.79,inf,1468,1365.67,inf,17,26.36,77,95.61,49,49,67.54,42,30,34.64,20
15,0.8887,0.340999,0.574691,1.647711,0.000000,0.08,0.00,0,0,inf,45,70.05,inf,113,104.15,inf,231,233.89,inf,0,17.15,112,172,205.30,inf,1422,1345.53,inf,20,26.93,81,100.05,49,58,70.90,42,33,34.35,20
20,0.9120,0.272214,0.745512,2.145943,0.000000,0.09,0.00,0,0,inf,50,70.16,inf,112,109.17,inf,238,231.45,inf,0,17.43,112,172,198.30,inf,1405,1346.63,inf,26,29.86,83,94.62,49,62,70.72,42,27,32.97,20
25,0.9316,0.211436,1.017327,2.935392,0.000000,0.10,0.00,0,0,inf,53,69.17,inf,109,107.08,inf,225,229.66,inf,2,17.24,112,177,199.38,inf,1415,1352.31,inf,22,28.16,81,94.50,49,63,71.77,42,33,33.11,20
30,0.9541,0.166369,0.937582,2.727875,0.000000,0.11,0.00,0,0,inf,56,67.17,inf,106,104.31,inf,212,219.99,inf,4,16.80,112,165,179.77,inf,1434,1385.86,inf,26,29.11,74,83.15,49,61,66.52,42,30,30.09,20
35,0.9644,0.126275,1.323169,3.906276,0.000000,0.12,0.00,0,0,inf,69,79.05,inf,110,106.94,inf,226,224.24,inf,7,18.25,112,164,185.82,inf,1399,1359.18,inf,28,29.51,73,84.13,49,62,70.15,42,29,31.54,20
40,0.9773,0.088750,1.347595,3.989018,0.000000,0.13,0.00,0,0,inf,68,74.96,inf,98,99.19,inf,233,226.91,inf,7,17.91,112,164,176.89,inf,1408,1379.05,inf,25,28.09,74,79.66,49,63,67.13,42,27,30.09,20
45,0.9850,0.077131,2.238393,6.660438,0.000000,0.14,0.00,0,0,inf,61,70.15,inf,101,99.98,inf,222,221.49,inf,11,20.20,112,188,194.14,inf,1393,1367.90,inf,27,29.14,84,87.66,49,73,73.16,42,31,33.32,20
50,0.9904,0.051514,2.375840,7.036150,0.000000,0.15,0.00,0,0,inf,68,72.52,inf,111,110.64,inf,221,225.36,inf,16,20.08,112,176,187.71,inf,1386,1358.80,inf,25,27.89,78,84.84,49,67,70.92,42,31,31.95,20
55,0.9946,0.035908,3.491666,10.118658,0.000000,0.16,0.00,0,0,inf,73,73.12,inf,105,107.02,inf,219,222.11,inf,17,19.47,112,192,202.74,inf,1373,1351.45,inf,24,27.09,91,93.39,49,71,76.10,42,30,33.25,20
60,0.9951,0.029860,3.898007,11.252532,0.000000,0.17,0.00,0,0,inf,70,72.96,inf,101,99.45,inf,226,221.73,inf,19,22.58,112,183,200.31,inf,1376,1356.84,inf,28,29.12,86,92.13,49,69,75.56,42,28,32.62,20
65,1.0000,0.000000,2.035789,5.715733,0.000000,0.18,0.00,0,0,inf,71,72.67,inf,94,96.26,inf,231,231.01,inf,17,22.16,112,156,163.32,inf,1406,1388.73,inf,28,28.84,77,75.47,49,55,62.04,42,24,25.80,20
70,1.0000,0.000000,0.000000,0.000000,0.000000,0.18,0.00,1,1,inf,69,70.52,inf,88,89.44,inf,235,241.53,inf,15,20.69,112,95,104.09,inf,1474,1448.29,inf,27,28.43,44,47.81,49,34,39.39,42,17,16.89,20
71,1.0000,0.000000,0.000000,0.000000,0.000000,0.18,0.00,1,1,inf,69,69.96,inf,86,88.11,inf,237,242.70,inf,15,20.40,112,91,96.00,inf,1478,1457.47,inf,27,28.36,44,43.95,49,33,36.39,42,14,15.66,20
