epoch,ce_loss,constraint_loss,total_excess,all_satisfied,max_lam_g,max_u_g,h_u
0,0.002941,0.0,230,0,0.000593,6e-06,0.0
1,0.001614,0.000222,204,0,0.001124,1.6e-05,0.0
2,nan,0.000417,204,0,0.001655,2.9e-05,0.0
3,nan,0.000611,204,0,0.002184,4.5e-05,0.0
4,nan,0.000803,204,0,0.002711,6.3e-05,0.0
5,nan,0.000992,202,0,0.003236,8.3e-05,0.0
6,nan,0.001177,202,0,0.003757,0.000104,0.0
7,nan,0.001359,200,0,0.004273,0.000126,1e-06
8,nan,0.001533,200,0,0.004783,0.000149,1e-06
9,nan,0.001702,198,0,0.005286,0.000172,1e-06
10,nan,0.001859,190,0,0.005779,0.000195,2e-06
11,nan,0.002007,188,0,0.006263,0.000219,2e-06
12,nan,0.002142,184,0,0.006735,0.000242,2e-06
13,nan,0.002268,182,0,0.007195,0.000266,3e-06
14,nan,0.002378,180,0,0.007642,0.000289,3e-06
15,nan,0.002474,174,0,0.008074,0.000312,4e-06
16,nan,0.002558,172,0,0.00849,0.000335,5e-06
17,nan,0.002627,166,0,0.008889,0.000356,5e-06
18,nan,0.002683,158,0,0.009271,0.000378,6e-06
19,nan,0.002721,146,0,0.009634,0.000399,6e-06
20,nan,0.002743,130,0,0.009977,0.000419,7e-06
21,nan,0.002754,130,0,0.0103,0.000438,8e-06
22,nan,0.002755,126,0,0.010603,0.000456,8e-06
23,nan,0.002743,120,0,0.010886,0.000474,9e-06
24,nan,0.002717,108,0,0.011148,0.000491,1e-05
25,nan,0.002671,102,0,0.011388,0.000506,1e-05
26,nan,0.00262,90,0,0.011606,0.000521,1.1e-05
27,nan,0.002561,80,0,0.011801,0.000535,1.1e-05
28,nan,0.002488,74,0,0.011973,0.000548,1.2e-05
29,nan,0.002405,64,0,0.01212,0.000559,1.2e-05
30,nan,0.002313,56,0,0.012244,0.00057,1.3e-05
31,nan,0.002211,51,0,0.012344,0.000579,1.3e-05
32,nan,0.002098,35,0,0.01242,0.000588,1.4e-05
33,nan,0.00198,25,0,0.012471,0.000595,1.4e-05
34,nan,0.00186,17,0,0.012497,0.000601,1.4e-05
35,nan,0.001734,6,0,0.0125,0.000606,1.4e-05
36,nan,0.001606,3,0,0.012478,0.000609,1.5e-05
37,nan,0.001474,2,0,0.012434,0.000612,1.5e-05
38,nan,0.001353,0,1,0.012367,0.000613,1.5e-05
39,nan,0.001239,0,1,0.01228,0.000613,1.5e-05
40,nan,0.001133,0,1,0.012174,0.000612,1.4e-05
41,nan,0.001035,0,1,0.012049,0.00061,1.4e-05
42,nan,0.000941,0,1,0.011908,0.000607,1.4e-05
