Metric,Value
Overall Accuracy,0.6810
""
Macro Averaged Metrics,
Precision (Macro),0.6740
Recall (Macro),0.5557
F1-Score (Macro),0.5656
""
Weighted Averaged Metrics,
Precision (Weighted),0.7037
Recall (Weighted),0.6810
F1-Score (Weighted),0.6446
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.9296,0.4681,0.6226,141
Enrolled,0.4359,0.2125,0.2857,80
Graduate,0.6566,0.9864,0.7884,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,66,19,56
Enrolled,5,17,58
Graduate,0,3,218
