block,subblock,dataset,model,constraint_tag,method,seed,constrained_class,group_column,warmup_epochs,cc_f1,cc_recall,cc_prec,cc_support,f1_macro,accuracy,ece,flips,satisfied,total_excess,sat_epoch,disable_freeze,reset_opt,alpha_kl,rho_target,fioretto_step_size,hounie_eta_lambda,ce_nan,max_lambda_g,n_log_epochs
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G20,fioretto_ldf,3,4,loc_group,50,0.2727,0.1614,0.878,223.0,0.65,0.8098,0.1607,0.0,1.0,0.0,29.0,,,,,0.005,,True,11.895974,33
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G20,fioretto_ldf,1,4,loc_group,50,0.229,0.1345,0.7692,223.0,0.6506,0.8103,0.1635,0.0,1.0,0.0,23.0,,,,,0.005,,True,9.816373,27
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G20,fioretto_ldf,2,4,loc_group,50,0.2538,0.148,0.8919,223.0,0.6524,0.8113,0.1625,0.0,1.0,0.0,24.0,,,,,0.005,,True,11.017438,28
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G20,tralo_bounded,4,4,loc_group,50,0.2792,0.1659,0.881,223.0,0.6614,0.8173,0.1537,0.0,1.0,0.0,70.0,,,0.0,100.0,,,False,,8
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G20,tralo_bounded,3,4,loc_group,50,0.2921,0.1749,0.8864,223.0,0.6529,0.8118,0.1585,0.0,1.0,0.0,71.0,,,0.0,100.0,,,False,,9
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G20,tralo_bounded,1,4,loc_group,50,0.2491,0.148,0.7857,223.0,0.6546,0.8108,0.162,0.0,1.0,0.0,66.0,,,0.0,100.0,,,False,,8
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G20,tralo_bounded,2,4,loc_group,50,0.2932,0.1749,0.907,223.0,0.6502,0.8133,0.1604,0.0,1.0,0.0,66.0,,,0.0,100.0,,,False,,8
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G20,heuristic,4,4,loc_group,50,0.2612,0.157,0.7778,223.0,0.6143,0.7948,0.1548,95.0,0.0,124.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G20,heuristic,3,4,loc_group,50,0.2761,0.1659,0.8222,223.0,0.6118,0.7938,0.1441,138.0,0.0,210.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G20,heuristic,1,4,loc_group,50,0.291,0.1749,0.8667,223.0,0.6419,0.7998,0.1337,129.0,0.0,192.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G20,heuristic,2,4,loc_group,50,0.306,0.1839,0.9111,223.0,0.6496,0.8093,0.1307,99.0,0.0,132.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,hounie_rcl,4,4,loc_group,50,0.4773,0.3543,0.7315,223.0,0.685,0.8258,0.1383,0.0,1.0,0.0,162.0,,,,,,0.01,True,,166
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,hounie_rcl,3,4,loc_group,50,0.5045,0.3767,0.7636,223.0,0.6876,0.8263,0.1437,0.0,1.0,0.0,144.0,,,,,,0.01,True,,148
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,hounie_rcl,1,4,loc_group,50,0.5045,0.3767,0.7636,223.0,0.7061,0.8328,0.1377,0.0,1.0,0.0,108.0,,,,,,0.01,True,,112
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,hounie_rcl,2,4,loc_group,50,0.5373,0.4036,0.8036,223.0,0.7054,0.8333,0.1385,0.0,1.0,0.0,100.0,,,,,,0.01,True,,104
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,tralo,4,4,loc_group,50,0.4896,0.3677,0.7321,223.0,0.6938,0.8273,0.1418,0.0,1.0,0.0,67.0,,True,0.0,100.0,,,False,,15
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,tralo,3,4,loc_group,50,0.503,0.3767,0.7568,223.0,0.6851,0.8248,0.149,0.0,1.0,0.0,65.0,,True,0.0,100.0,,,False,,9
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,tralo,1,4,loc_group,50,0.503,0.3767,0.7568,223.0,0.7053,0.8318,0.1423,0.0,1.0,0.0,62.0,,True,0.0,100.0,,,False,,65
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,tralo,2,4,loc_group,50,0.5389,0.4036,0.8108,223.0,0.7064,0.8342,0.1393,0.0,1.0,0.0,62.0,,True,0.0,100.0,,,False,,64
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,danits_lp,4,4,loc_group,50,0.4418,0.3318,0.6607,223.0,0.6408,0.8053,0.1548,28.0,0.0,31.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,danits_lp,3,4,loc_group,50,0.5075,0.3812,0.7589,223.0,0.6511,0.8118,0.1441,71.0,0.0,101.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,danits_lp,1,4,loc_group,50,0.4657,0.3498,0.6964,223.0,0.6731,0.8088,0.1337,62.0,0.0,81.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,danits_lp,2,4,loc_group,50,0.5313,0.3991,0.7946,223.0,0.6899,0.8273,0.1307,32.0,0.0,33.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,fioretto_ldf,4,4,loc_group,50,0.4742,0.3498,0.7358,223.0,0.6884,0.8253,0.139,0.0,1.0,0.0,17.0,,,,,0.005,,True,3.341857,21
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,fioretto_ldf,3,4,loc_group,50,0.4969,0.3632,0.7864,223.0,0.6893,0.8268,0.1446,0.0,1.0,0.0,17.0,,,,,0.005,,True,3.986668,21
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,fioretto_ldf,1,4,loc_group,50,0.5045,0.3767,0.7636,223.0,0.7062,0.8323,0.1387,0.0,1.0,0.0,14.0,,,,,0.005,,True,3.068798,18
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,fioretto_ldf,2,4,loc_group,50,0.5231,0.3812,0.8333,223.0,0.7037,0.8328,0.1402,0.0,1.0,0.0,16.0,,,,,0.005,,True,3.914875,20
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,tralo_bounded,4,4,loc_group,50,0.4776,0.3587,0.7143,223.0,0.688,0.8253,0.1393,1.0,0.0,1.0,,,,0.0,100.0,,,False,,61
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,tralo_bounded,3,4,loc_group,50,0.503,0.3722,0.7757,223.0,0.69,0.8268,0.144,0.0,1.0,0.0,64.0,,,0.0,100.0,,,False,,7
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,tralo_bounded,1,4,loc_group,50,0.5015,0.3722,0.7685,223.0,0.7057,0.8328,0.1384,0.0,1.0,0.0,61.0,,,0.0,100.0,,,False,,7
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,tralo_bounded,2,4,loc_group,50,0.5345,0.3991,0.8091,223.0,0.7044,0.8328,0.1392,0.0,1.0,0.0,62.0,,,0.0,100.0,,,False,,7
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,heuristic,4,4,loc_group,50,0.4478,0.3363,0.6696,223.0,0.6411,0.8058,0.1548,28.0,0.0,31.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,heuristic,3,4,loc_group,50,0.5075,0.3812,0.7589,223.0,0.6511,0.8118,0.1441,71.0,0.0,101.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,heuristic,1,4,loc_group,50,0.4716,0.3543,0.7054,223.0,0.6744,0.8098,0.1337,62.0,0.0,81.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L70_G50,heuristic,2,4,loc_group,50,0.5254,0.3946,0.7857,223.0,0.689,0.8263,0.1307,32.0,0.0,33.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,hounie_rcl,4,4,loc_group,50,0.5556,0.4709,0.6774,223.0,0.7135,0.8342,0.1287,0.0,1.0,0.0,102.0,,,,,,0.01,True,,106
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,hounie_rcl,3,4,loc_group,50,0.5729,0.4843,0.7013,223.0,0.689,0.8293,0.1373,0.0,1.0,0.0,106.0,,,,,,0.01,True,,110
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,hounie_rcl,1,4,loc_group,50,0.5767,0.4888,0.7032,223.0,0.7206,0.8372,0.13,0.0,1.0,0.0,1.0,,,,,,0.01,True,,77
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,hounie_rcl,2,4,loc_group,50,0.5942,0.5022,0.7273,223.0,0.7129,0.8362,0.1318,0.0,1.0,0.0,70.0,,,,,,0.01,True,,74
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,tralo,4,4,loc_group,50,0.5517,0.4664,0.6753,223.0,0.7124,0.8333,0.1313,0.0,1.0,0.0,61.0,,True,0.0,100.0,,,False,,11
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,tralo,3,4,loc_group,50,0.5646,0.4798,0.6859,223.0,0.6834,0.8263,0.1448,0.0,1.0,0.0,60.0,,True,0.0,100.0,,,False,,16
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,tralo,1,4,loc_group,50,0.5831,0.4798,0.7431,223.0,0.7287,0.8422,0.1364,0.0,1.0,0.0,51.0,,True,0.0,100.0,,,False,,5
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,tralo,2,4,loc_group,50,0.6022,0.5022,0.7517,223.0,0.715,0.8382,0.1315,0.0,1.0,0.0,58.0,,True,0.0,100.0,,,False,,6
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,danits_lp,4,4,loc_group,50,0.4848,0.3946,0.6286,223.0,0.6428,0.8063,0.1548,0.0,1.0,0.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,danits_lp,3,4,loc_group,50,0.5594,0.4753,0.6795,223.0,0.6527,0.8133,0.1441,27.0,0.0,44.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,danits_lp,1,4,loc_group,50,0.5383,0.4574,0.6538,223.0,0.6819,0.8118,0.1337,18.0,0.0,28.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,danits_lp,2,4,loc_group,50,0.5886,0.4843,0.75,223.0,0.7057,0.8323,0.1307,0.0,1.0,0.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,fioretto_ldf,4,4,loc_group,50,0.5376,0.4484,0.6711,223.0,0.7092,0.8323,0.1313,0.0,1.0,0.0,7.0,,,,,0.005,,True,0.295332,11
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,fioretto_ldf,3,4,loc_group,50,0.576,0.4843,0.7105,223.0,0.6996,0.8308,0.1369,0.0,1.0,0.0,10.0,,,,,0.005,,True,0.676919,14
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,fioretto_ldf,1,4,loc_group,50,0.5699,0.4753,0.7114,223.0,0.7144,0.8362,0.1319,0.0,1.0,0.0,1.0,,,,,0.005,,True,0.221063,10
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,fioretto_ldf,2,4,loc_group,50,0.5886,0.4843,0.75,223.0,0.713,0.8367,0.1321,0.0,1.0,0.0,9.0,,,,,0.005,,True,0.85731,13
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,tralo_bounded,4,4,loc_group,50,0.5376,0.4484,0.6711,223.0,0.7097,0.8318,0.1316,0.0,1.0,0.0,59.0,,,0.0,100.0,,,False,,6
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,tralo_bounded,3,4,loc_group,50,0.5775,0.4843,0.7152,223.0,0.6978,0.8298,0.137,0.0,1.0,0.0,59.0,,,0.0,100.0,,,False,,6
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,tralo_bounded,1,4,loc_group,50,0.566,0.4709,0.7095,223.0,0.7133,0.8357,0.1324,0.0,1.0,0.0,51.0,,,0.0,100.0,,,False,,6
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,tralo_bounded,2,4,loc_group,50,0.5946,0.4933,0.7483,223.0,0.7137,0.8372,0.1317,0.0,1.0,0.0,58.0,,,0.0,100.0,,,False,,6
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,heuristic,4,4,loc_group,50,0.4802,0.4081,0.5833,223.0,0.6411,0.8038,0.1548,16.0,1.0,0.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,heuristic,3,4,loc_group,50,0.5541,0.4709,0.6731,223.0,0.6525,0.8128,0.1441,27.0,0.0,44.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,heuristic,1,4,loc_group,50,0.5383,0.4574,0.6538,223.0,0.6819,0.8118,0.1337,18.0,0.0,28.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L80_G70,heuristic,2,4,loc_group,50,0.6121,0.5202,0.7436,223.0,0.7073,0.8352,0.1307,12.0,1.0,0.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,hounie_rcl,4,4,loc_group,50,0.3776,0.2422,0.8571,223.0,0.6729,0.8218,0.1451,0.0,1.0,0.0,125.0,,,,,,0.01,True,,129
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,hounie_rcl,3,4,loc_group,50,0.3439,0.2197,0.7903,223.0,0.6619,0.8153,0.1551,0.0,1.0,0.0,168.0,,,,,,0.01,True,,172
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,hounie_rcl,1,4,loc_group,50,0.3439,0.2197,0.7903,223.0,0.6719,0.8178,0.1535,0.0,1.0,0.0,108.0,,,,,,0.01,True,,112
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,hounie_rcl,2,4,loc_group,50,0.3958,0.2556,0.8769,223.0,0.6744,0.8213,0.1521,0.0,1.0,0.0,106.0,,,,,,0.01,True,,110
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,tralo,4,4,loc_group,50,0.3763,0.2422,0.8438,223.0,0.6782,0.8208,0.1484,0.0,1.0,0.0,66.0,,True,0.0,100.0,,,False,,14
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,tralo,3,4,loc_group,50,0.3793,0.2466,0.8209,223.0,0.6612,0.8163,0.1575,0.0,1.0,0.0,69.0,,True,0.0,100.0,,,False,,11
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,tralo,1,4,loc_group,50,0.3599,0.2332,0.7879,223.0,0.6824,0.8218,0.1559,0.0,1.0,0.0,64.0,,True,0.0,100.0,,,False,,11
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,tralo,2,4,loc_group,50,0.4,0.2601,0.8657,223.0,0.6816,0.8218,0.1558,0.0,1.0,0.0,64.0,,True,0.0,100.0,,,False,,11
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,danits_lp,4,4,loc_group,50,0.3379,0.2197,0.7313,223.0,0.6269,0.7998,0.1548,73.0,0.0,102.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,danits_lp,3,4,loc_group,50,0.3862,0.2511,0.8358,223.0,0.6292,0.8023,0.1441,116.0,0.0,188.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,danits_lp,1,4,loc_group,50,0.3724,0.2422,0.806,223.0,0.6579,0.8058,0.1337,107.0,0.0,170.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,danits_lp,2,4,loc_group,50,0.3793,0.2466,0.8209,223.0,0.6641,0.8138,0.1307,77.0,0.0,110.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,fioretto_ldf,4,4,loc_group,50,0.3617,0.2287,0.8644,223.0,0.6708,0.8203,0.1464,0.0,1.0,0.0,23.0,,,,,0.005,,True,8.040003,27
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,fioretto_ldf,3,4,loc_group,50,0.3793,0.2466,0.8209,223.0,0.6639,0.8163,0.1546,0.0,1.0,0.0,24.0,,,,,0.005,,True,8.900242,28
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,fioretto_ldf,1,4,loc_group,50,0.3554,0.2287,0.7969,223.0,0.6849,0.8213,0.1509,0.0,1.0,0.0,20.0,,,,,0.005,,True,7.348627,24
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,fioretto_ldf,2,4,loc_group,50,0.3902,0.2511,0.875,223.0,0.6785,0.8203,0.1526,0.0,1.0,0.0,20.0,,,,,0.005,,True,8.188009,24
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,tralo_bounded,4,4,loc_group,50,0.3662,0.2332,0.8525,223.0,0.6715,0.8208,0.1457,0.0,1.0,0.0,66.0,,,0.0,100.0,,,False,,8
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,tralo_bounded,3,4,loc_group,50,0.3554,0.2287,0.7969,223.0,0.6636,0.8163,0.1535,0.0,1.0,0.0,68.0,,,0.0,100.0,,,False,,8
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,tralo_bounded,1,4,loc_group,50,0.338,0.2152,0.7869,223.0,0.6792,0.8193,0.1529,0.0,1.0,0.0,64.0,,,0.0,100.0,,,False,,7
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,tralo_bounded,2,4,loc_group,50,0.4014,0.2601,0.8788,223.0,0.6803,0.8218,0.1508,0.0,1.0,0.0,63.0,,,0.0,100.0,,,False,,7
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,heuristic,4,4,loc_group,50,0.3448,0.2242,0.7463,223.0,0.6279,0.8003,0.1548,73.0,0.0,102.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,heuristic,3,4,loc_group,50,0.3862,0.2511,0.8358,223.0,0.6292,0.8023,0.1441,116.0,0.0,188.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,heuristic,1,4,loc_group,50,0.3724,0.2422,0.806,223.0,0.6579,0.8058,0.1337,107.0,0.0,170.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,ViTB16,L50_G30,heuristic,2,4,loc_group,50,0.3862,0.2511,0.8358,223.0,0.6653,0.8148,0.1307,77.0,0.0,110.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,hounie_rcl,4,4,loc_group,50,0.3146,0.1883,0.9545,223.0,0.6731,0.8273,0.1422,0.0,1.0,0.0,75.0,,,,,,0.01,True,,79
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,hounie_rcl,3,4,loc_group,50,0.289,0.1704,0.95,223.0,0.6656,0.8213,0.147,0.0,1.0,0.0,56.0,,,,,,0.01,True,,60
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,hounie_rcl,1,4,loc_group,50,0.2955,0.1749,0.9512,223.0,0.6869,0.8293,0.1462,0.0,1.0,0.0,45.0,,,,,,0.01,True,,49
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,hounie_rcl,2,4,loc_group,50,0.2568,0.148,0.9706,223.0,0.6789,0.8263,0.1391,0.0,1.0,0.0,51.0,,,,,,0.01,True,,55
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,tralo,4,4,loc_group,50,0.3083,0.1839,0.9535,223.0,0.6762,0.8268,0.1463,0.0,1.0,0.0,67.0,,True,0.0,100.0,,,False,,10
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,tralo,3,4,loc_group,50,0.2879,0.1704,0.9268,223.0,0.672,0.8213,0.1505,0.0,1.0,0.0,65.0,,True,0.0,100.0,,,False,,11
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,tralo,1,4,loc_group,50,0.3008,0.1794,0.9302,223.0,0.6819,0.8268,0.1499,0.0,1.0,0.0,62.0,,True,0.0,100.0,,,False,,11
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,tralo,2,4,loc_group,50,0.3094,0.1839,0.9762,223.0,0.6894,0.8308,0.14,0.0,1.0,0.0,63.0,,True,0.0,100.0,,,False,,10
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,danits_lp,4,4,loc_group,50,0.3209,0.1928,0.9556,223.0,0.6811,0.8273,0.1088,152.0,0.0,238.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,danits_lp,3,4,loc_group,50,0.306,0.1839,0.9111,223.0,0.6817,0.8263,0.1082,129.0,0.0,192.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,danits_lp,1,4,loc_group,50,0.306,0.1839,0.9111,223.0,0.6925,0.8333,0.1085,107.0,0.0,148.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,danits_lp,2,4,loc_group,50,0.3284,0.1973,0.9778,223.0,0.6824,0.8333,0.109,135.0,0.0,204.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,fioretto_ldf,4,4,loc_group,50,0.2955,0.1749,0.9512,223.0,0.6698,0.8253,0.1452,0.0,1.0,0.0,26.0,,,,,0.005,,True,12.846791,30
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,fioretto_ldf,3,4,loc_group,50,0.3134,0.1883,0.9333,223.0,0.6714,0.8238,0.1447,0.0,1.0,0.0,23.0,,,,,0.005,,True,11.310771,27
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,fioretto_ldf,1,4,loc_group,50,0.2636,0.1525,0.9714,223.0,0.6794,0.8238,0.1504,0.0,1.0,0.0,21.0,,,,,0.005,,True,10.534365,25
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,fioretto_ldf,2,4,loc_group,50,0.25,0.1435,0.9697,223.0,0.681,0.8248,0.1414,0.0,1.0,0.0,23.0,,,,,0.005,,True,11.143892,27
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,tralo_bounded,4,4,loc_group,50,0.3146,0.1883,0.9545,223.0,0.6714,0.8258,0.1443,0.0,1.0,0.0,67.0,,,0.0,100.0,,,False,,8
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,tralo_bounded,3,4,loc_group,50,0.2824,0.1659,0.9487,223.0,0.6661,0.8203,0.148,0.0,1.0,0.0,65.0,,,0.0,100.0,,,False,,7
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,tralo_bounded,1,4,loc_group,50,0.2703,0.157,0.9722,223.0,0.6786,0.8248,0.1504,0.0,1.0,0.0,62.0,,,0.0,100.0,,,False,,7
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,tralo_bounded,2,4,loc_group,50,0.2568,0.148,0.9706,223.0,0.6832,0.8253,0.1404,0.0,1.0,0.0,63.0,,,0.0,100.0,,,False,,7
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,heuristic,4,4,loc_group,50,0.3209,0.1928,0.9556,223.0,0.6811,0.8273,0.1088,152.0,0.0,238.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,heuristic,3,4,loc_group,50,0.306,0.1839,0.9111,223.0,0.6817,0.8263,0.1082,129.0,0.0,192.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,heuristic,1,4,loc_group,50,0.306,0.1839,0.9111,223.0,0.6925,0.8333,0.1085,107.0,0.0,148.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L50_G20,heuristic,2,4,loc_group,50,0.3284,0.1973,0.9778,223.0,0.6826,0.8333,0.109,135.0,0.0,204.0,,,,,,,,False,,0
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L70_G50,hounie_rcl,4,4,loc_group,50,0.526,0.3857,0.8269,223.0,0.737,0.8512,0.1145,0.0,1.0,0.0,51.0,,,,,,0.01,True,,55
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L70_G50,hounie_rcl,3,4,loc_group,50,0.5153,0.3767,0.8155,223.0,0.7206,0.8437,0.1208,0.0,1.0,0.0,46.0,,,,,,0.01,True,,50
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L70_G50,hounie_rcl,1,4,loc_group,50,0.5125,0.3677,0.8454,223.0,0.7297,0.8507,0.1229,0.0,1.0,0.0,36.0,,,,,,0.01,True,,40
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L70_G50,hounie_rcl,2,4,loc_group,50,0.5415,0.3946,0.8627,223.0,0.7441,0.8557,0.1118,0.0,1.0,0.0,51.0,,,,,,0.01,True,,55
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L70_G50,tralo,4,4,loc_group,50,0.5569,0.417,0.8378,223.0,0.7272,0.8482,0.1224,0.0,1.0,0.0,60.0,,True,0.0,100.0,,,False,,18
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L70_G50,tralo,3,4,loc_group,50,0.5329,0.3991,0.8018,223.0,0.7264,0.8422,0.1277,0.0,1.0,0.0,59.0,,True,0.0,100.0,,,False,,14
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L70_G50,tralo,1,4,loc_group,50,0.5552,0.417,0.8304,223.0,0.7382,0.8512,0.1321,0.0,1.0,0.0,57.0,,True,0.0,100.0,,,False,,29
A_derm_asym_xbackbone,dermmnist,dermmnist,RegNetY400MF,L70_G50,tralo,2,4,loc_group,50,0.5313,0.3991,0.7946,223.0,0.7252,0.8447,0.1327,0.0,1.0,0.0,58.0,,True,0.0,100.0,,,False,,57
