epoch,ce_loss,constraint_loss,total_excess,all_satisfied,max_lam_g,max_u_g,h_u
0,0.012984,0.0,60,0,0.000152,2e-06,0.0
1,0.00671,2.7e-05,60,0,0.000299,4e-06,0.0
2,nan,5.3e-05,60,0,0.000447,8e-06,0.0
3,nan,7.8e-05,60,0,0.000594,1.2e-05,0.0
4,nan,0.000104,60,0,0.000741,1.7e-05,0.0
5,nan,0.000131,60,0,0.000888,2.3e-05,0.0
6,nan,0.000156,58,0,0.001034,2.8e-05,0.0
7,nan,0.00018,58,0,0.00118,3.5e-05,0.0
8,nan,0.000206,58,0,0.001325,4.1e-05,0.0
9,nan,0.000232,58,0,0.001469,4.7e-05,0.0
10,nan,0.000257,58,0,0.001613,5.4e-05,0.0
11,nan,0.00028,58,0,0.001755,6.1e-05,0.0
12,nan,0.000304,58,0,0.001897,6.8e-05,0.0
13,nan,0.000327,58,0,0.002037,7.4e-05,0.0
14,nan,0.000351,58,0,0.002177,8.1e-05,0.0
15,nan,0.000375,58,0,0.002315,8.8e-05,0.0
16,nan,0.000396,54,0,0.002452,9.5e-05,0.0
17,nan,0.000419,54,0,0.002587,0.000102,0.0
18,nan,0.000442,54,0,0.002721,0.000109,0.0
19,nan,0.000459,54,0,0.002853,0.000116,0.0
20,nan,0.000484,54,0,0.002983,0.000122,0.0
21,nan,0.000502,54,0,0.003111,0.000129,1e-06
22,nan,0.000522,54,0,0.003238,0.000136,1e-06
23,nan,0.000541,52,0,0.003362,0.000142,1e-06
24,nan,0.000559,52,0,0.003484,0.000148,1e-06
25,nan,0.000573,52,0,0.003604,0.000155,1e-06
26,nan,0.000589,52,0,0.003722,0.000161,1e-06
27,nan,0.000608,48,0,0.003837,0.000167,1e-06
28,nan,0.000623,44,0,0.003949,0.000173,1e-06
29,nan,0.000634,42,0,0.004059,0.000179,1e-06
30,nan,0.000646,40,0,0.004167,0.000185,1e-06
31,nan,0.000663,38,0,0.004271,0.000191,1e-06
32,nan,0.000671,38,0,0.004373,0.000196,1e-06
33,nan,0.000686,38,0,0.004472,0.000202,1e-06
34,nan,0.000694,36,0,0.004569,0.000207,1e-06
35,nan,0.000706,36,0,0.004662,0.000212,1e-06
36,nan,0.000713,36,0,0.004753,0.000217,2e-06
37,nan,0.000716,32,0,0.00484,0.000222,2e-06
38,nan,0.000729,30,0,0.004924,0.000227,2e-06
39,nan,0.00073,26,0,0.005005,0.000232,2e-06
40,nan,0.000738,26,0,0.005083,0.000236,2e-06
41,nan,0.000746,24,0,0.005157,0.000241,2e-06
42,nan,0.000747,22,0,0.005228,0.000245,2e-06
43,nan,0.000754,22,0,0.005296,0.000249,2e-06
44,nan,0.000756,20,0,0.005361,0.000253,2e-06
45,nan,0.000753,20,0,0.005423,0.000256,2e-06
46,nan,0.000753,20,0,0.005481,0.00026,2e-06
47,nan,0.000755,20,0,0.005537,0.000263,2e-06
48,nan,0.000758,20,0,0.005589,0.000266,2e-06
49,nan,0.000757,20,0,0.005638,0.00027,2e-06
50,nan,0.000752,17,0,0.005685,0.000273,2e-06
51,nan,0.000753,17,0,0.005728,0.000275,3e-06
52,nan,0.000756,17,0,0.005768,0.000278,3e-06
53,nan,0.000745,17,0,0.005805,0.00028,3e-06
54,nan,0.000741,17,0,0.00584,0.000283,3e-06
55,nan,0.000726,17,0,0.005872,0.000285,3e-06
56,nan,0.00072,16,0,0.005901,0.000287,3e-06
57,nan,0.000717,12,0,0.005927,0.000289,3e-06
58,nan,0.000712,10,0,0.00595,0.000291,3e-06
59,nan,0.000705,8,0,0.005971,0.000292,3e-06
60,nan,0.000706,6,0,0.005988,0.000294,3e-06
61,nan,0.000698,6,0,0.006004,0.000295,3e-06
62,nan,0.000694,4,0,0.006016,0.000296,3e-06
63,nan,0.000689,2,0,0.006026,0.000297,3e-06
64,nan,0.000682,2,0,0.006033,0.000298,3e-06
65,nan,0.000678,2,0,0.006038,0.000299,3e-06
66,nan,0.000676,2,0,0.006041,0.000299,3e-06
67,nan,0.000666,1,0,0.006041,0.0003,3e-06
68,nan,0.000658,1,0,0.00604,0.0003,3e-06
69,nan,0.000655,1,0,0.006036,0.000301,3e-06
70,nan,0.000646,1,0,0.006029,0.000301,3e-06
71,nan,0.000639,1,0,0.006021,0.000301,3e-06
72,nan,0.000633,1,0,0.006011,0.000301,3e-06
73,nan,0.000629,1,0,0.005999,0.000301,3e-06
74,nan,0.00062,1,0,0.005984,0.0003,3e-06
75,nan,0.000615,1,0,0.005968,0.0003,3e-06
76,nan,0.000607,1,0,0.00595,0.000299,3e-06
77,nan,0.000605,1,0,0.005929,0.000299,3e-06
78,nan,0.000591,1,0,0.005907,0.000298,3e-06
79,nan,0.000587,1,0,0.005884,0.000297,3e-06
80,nan,0.000576,1,0,0.005858,0.000296,3e-06
81,nan,0.000571,1,0,0.005831,0.000295,3e-06
82,nan,0.000567,1,0,0.005802,0.000294,3e-06
83,nan,0.000562,1,0,0.005772,0.000293,3e-06
84,nan,0.000549,1,0,0.00574,0.000292,3e-06
85,nan,0.000546,0,1,0.005707,0.000291,3e-06
86,nan,0.000534,0,1,0.005672,0.000289,3e-06
87,nan,0.000531,0,1,0.005635,0.000288,3e-06
88,nan,0.000518,0,1,0.005597,0.000286,3e-06
89,nan,0.000513,0,1,0.005557,0.000285,3e-06
